User ID,Round-Trip Time [ms],IP Address,ASN,User Agent String,Device Type,Login Successful,year,month,day,hour,minute,Is Failed Login,Is Attack,Day Slot,Browser Family,OS Family,Is Bot
-3324251168519260450,563.0,84.209.143.43,41164,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) play AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1933.138 Mobile Safari/537.36",mobile,1,2021,1,27,8,33,0,0,day,Chrome,iOS,False
5527666684162004868,381.0,10.0.69.44,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",mobile,0,2020,9,10,15,32,1,0,day,Android,Android,False
-507926137505240529,469.0,51.175.115.28,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) play AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1933.138 Mobile Safari/537.36",mobile,1,2021,1,22,23,31,0,0,late night,Chrome,iOS,False
1540885599517884925,520.0,84.209.33.206,41164,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",mobile,0,2020,3,2,20,29,1,0,day,Opera Mobile,Android,False
83705080651165306,534.0,84.209.67.169,41164,"Mozilla/5.0  (Linux; Android 5.0; SAMSUNG SM-G900F) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69199",mobile,1,2020,10,22,19,50,0,0,day,Android,Android,False
-3948425891468285814,14.0,81.167.136.173,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",mobile,0,2020,7,3,11,10,1,0,day,Android,Android,False
-2615954470101550969,728.0,10.0.65.48,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.111 Mobile Safari/537.36 variation/158844",mobile,1,2020,4,28,7,16,0,0,early morning,Chrome,iOS,False
-4324475583306591935,889.0,116.206.165.181,135632,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.17 Mobile Safari/537.36",mobile,0,2020,7,14,22,15,1,0,late night,Chrome,iOS,False
4513835040608088086,539.0,10.0.64.114,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 XNX Browser/1.0.0 Chrome/85.0.4183.101 Mobile Safari/537.36",mobile,1,2020,2,7,12,40,0,0,day,Chrome Mobile WebView,iOS,False
6221967731797389390,393.0,51.175.132.63,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",mobile,1,2020,7,27,0,49,0,0,late night,Android,Android,False
-4324475583306591935,1085.0,121.46.67.235,141212,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1927.122 Mobile Safari/537.36",mobile,0,2020,11,6,3,22,1,1,early morning,Chrome,iOS,False
-4324475583306591935,27.0,78.91.115.108,224,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",mobile,0,2020,3,10,10,38,1,0,day,Opera Mobile,Android,False
-4324475583306591935,475.0,84.48.237.139,15659,"Mozilla/5.0  (Mobile; Nokia 6300 4G; https://github.com/das-group/rba-dataset) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1",mobile,0,2020,5,19,12,56,1,0,day,Safari,Other,False
-4059779769594844399,482.0,37.191.196.91,57963,"Mozilla/5.0 (iPod; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0.0.3605 Mobile/10B500 Safari/8536.25",mobile,1,2021,2,26,14,36,0,0,day,Mobile Safari,iOS,False
2418292965877934078,675.0,46.212.63.144,41164,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.138 Mobile Safari/537.36 PHX/6.3",mobile,1,2020,4,15,17,43,0,0,day,Chrome,iOS,False
-3072389433169298934,559.0,10.0.56.75,29695,"Mozilla/5.0  (Linux; Android 5.0; SAMSUNG SM-G900F) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69199",mobile,0,2020,10,7,8,53,1,0,day,Android,Android,False
-6886222531028399758,1382.0,81.166.187.194,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 12_5_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/202225",mobile,0,2020,6,4,7,34,1,0,early morning,Mobile Safari,iOS,False
-8889992104406928326,589.0,10.0.60.180,29695,"Mozilla/5.0  (Linux; Android 9.0.1; SM-G530H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/286388",tablet,1,2020,12,13,11,43,0,0,day,Android,Android,False
34606911814210107,536.0,10.0.61.58,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",mobile,1,2020,7,9,10,8,0,0,day,Android,Android,False
7116030266645814682,18.0,10.0.60.188,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1604,mobile,1,2020,5,22,6,5,0,0,early morning,Mobile Safari UI/WKWebView,iOS,False
-5015086413520319495,1990.0,80.232.125.58,25400,"Mozilla/5.0  (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/280613",mobile,0,2020,10,24,16,45,1,0,day,Mobile Safari,iOS,False
1000611865251749275,616.0,37.191.161.100,57963,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1602,mobile,1,2021,1,2,19,29,0,0,day,Mobile Safari UI/WKWebView,iOS,False
-3116539710188603064,525.0,37.191.192.138,57963,"Mozilla/5.0  (Linux; U; Android 5.4.3; en-us; GT-I9060 Build/JDQ39) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69385",mobile,0,2020,9,3,16,56,1,0,day,Android,Android,False
1050175972695457679,1065.0,10.1.39.90,500036,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0 variation/245234,mobile,1,2020,9,7,21,27,0,0,day,Mobile Safari UI/WKWebView,iOS,False
-7678709426725459987,469.0,51.175.145.24,29695,"Mozilla/5.0  (Linux; Android 4.1.1; NX007HD8G) AppleWebKit/523.10 (KHTML, like Gecko Version/4.0 Mobile Safari/523.10 variation/68963",mobile,1,2020,5,12,13,7,0,0,day,Android,Android,False
-4324475583306591935,842.0,103.48.24.228,133933,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) Build/OCXS27.109-48-20; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/81.0.4044.138 Mobile Safari/537.36",mobile,0,2020,8,15,8,17,1,0,day,Chrome Mobile WebView,iOS,False
4777668045605508523,21.0,10.0.62.82,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.117 Mobile Safari/537.36 PHX/5.0 variation/225558",mobile,0,2020,7,26,15,7,1,0,day,Chrome,iOS,False
2989532942393955748,553.0,80.203.192.215,15659,"Mozilla/5.0  (Linux; Android 5.0; SAMSUNG SM-G900F) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69199",mobile,1,2020,9,19,10,30,0,0,day,Android,Android,False
-8031938070870487567,783.0,10.0.66.209,29695,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) Build/NCQS26.69-64-21 AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.117 Mobile Safari/537.36 OPT/2.3",mobile,1,2020,8,3,16,53,0,0,day,Chrome,Android,False
7906811444648725841,478.0,37.191.201.152,57963,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; Y220-U10 Build/HUAWEIY220-U10) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",mobile,0,2020,8,27,9,19,1,0,day,Android,Android,False
124459034039049522,696.0,10.0.160.76,500136,"Mozilla/5.0  (iPhone; CPU iPhone OS 12_5_3 like Mac OS X) AppleWebKit/523.10 (KHTML, like Gecko Version/4.0 Mobile Safari/523.10 variation/202136",mobile,1,2020,8,11,17,17,0,0,day,Mobile Safari,iOS,False
-4324475583306591935,424.0,51.175.96.68,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/286326",tablet,0,2021,1,7,13,19,1,0,day,Android,Android,False
-4324475583306591935,51.0,62.141.156.149,41164,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1603 (Chrome,mobile,0,2020,7,23,15,30,1,0,day,Mobile Safari UI/WKWebView,iOS,False
-2154123426435157441,627.0,51.175.229.72,29695,Opera/9.80  (iPhone; CPU iPhone OS 11_2_2 like Mac OS X) Presto/2.12.423 Version/12.16 variation/287848,tablet,1,2020,8,17,19,50,0,0,day,Opera,iOS,False
-6847590775073633589,452.0,10.1.17.207,207674,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) optimo (XT1952DL AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1928.111 Mobile Safari/537.36",mobile,1,2020,12,13,13,55,0,0,day,Chrome,iOS,False
490863491353152950,450.0,37.191.178.108,57963,"Mozilla/5.0  (Linux; U; Android 5.4.3; en-us; GT-I9060 Build/JDQ39) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69385",mobile,1,2020,9,4,10,18,0,0,day,Android,Android,False
5018184502854498027,470.0,79.161.83.118,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",mobile,1,2020,7,9,14,0,0,0,day,Android,Android,False
-5971233235453769652,520.0,84.208.114.185,41164,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36 OPR/52.1.2254.2306.54298",tablet,1,2020,5,15,21,47,0,0,day,Opera Mobile,Android,False
-4757836662983709443,494.0,77.106.191.53,29492,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.91 Mobile Safari/537.36,gzip(gfe,gzip(gfe",mobile,1,2020,2,27,20,27,0,0,day,Chrome Mobile,iOS,False
-7689489687306626502,524.0,10.0.68.220,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",mobile,1,2020,2,19,22,41,0,0,late night,Opera Mobile,Android,False
-1603126944936300867,932.0,84.209.142.220,41164,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20081407 Firefox/20.0,mobile,1,2020,11,15,11,17,0,0,day,Mobile Safari UI/WKWebView,iOS,False
-4324475583306591935,556.0,80.232.10.25,25400,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1610 variation/247580,mobile,0,2020,9,24,10,28,1,0,day,Mobile Safari UI/WKWebView,iOS,False
2713070086698935285,837.0,37.191.199.139,57963,Mozilla/5.0  (Linux; U; Android 2.2) Gecko/20081407 Firefox/20.0.0.1610,mobile,1,2020,4,20,19,20,0,0,day,Android,Android,False
7882270891143706725,673.0,78.156.7.157,41164,"Mozilla/5.0  (Linux; Android 5.0; SAMSUNG SM-G900F) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69199",mobile,1,2020,9,15,11,20,0,0,day,Android,Android,False
-8419121071926572839,653.0,37.191.141.201,57963,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",mobile,1,2020,7,28,15,45,0,0,day,Android,Android,False
-4083859829998742205,1366.0,84.209.79.109,41164,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.117 Mobile Safari/537.36 PHX/6.0",mobile,1,2020,5,10,17,48,0,0,day,Chrome,iOS,False
7441439953276260079,840.0,10.0.66.131,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",mobile,0,2020,5,10,17,0,1,0,day,Opera Mobile,Android,False
-6199547401854163086,571.0,156.52.24.85,29695,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 OPR/52.1.2254.2306.54484",mobile,1,2020,6,7,19,10,0,0,day,Opera Mobile,Android,False
1540063396913551867,492.0,37.191.167.178,57963,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",mobile,1,2020,2,8,19,25,0,0,day,Opera Mobile,Android,False
-4531496797210808059,471.0,37.191.205.118,57963,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.117 Mobile Safari/537.36 PHX/5.1",mobile,1,2020,10,8,8,53,0,0,day,Chrome,iOS,False
5136475814592848627,469.0,84.209.185.109,41164,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",mobile,1,2020,8,2,12,33,0,0,day,Android,Android,False
7034456171705446465,579.0,84.208.61.11,41164,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2156.138 Mobile Safari/537.36 PHX/5.0",mobile,1,2020,6,11,8,11,0,0,day,Chrome,iOS,False
-4324475583306591935,628.0,80.232.105.122,25400,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1940.91 Mobile Safari/537.36,gzip(gfe,gzip(gfe",mobile,0,2021,1,23,2,38,1,0,late night,Chrome,Android,False
-4324475583306591935,13.0,10.1.28.185,34989,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",mobile,0,2020,4,28,17,13,1,0,day,Opera Mobile,Android,False
3632361293462139502,1699.0,51.175.190.168,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/530.17 (KHTML, like Gecko Version/4.0 Mobile Safari/530.17 variation/292464",tablet,1,2020,12,5,11,36,0,0,day,Mobile Safari,iOS,False
-50639571680117528,593.0,185.4.38.1,49082,Mozilla/5.0  (Linux; U; Android 2.2) Gecko/20150101 Firefox/20.0.0.1610 (Chrome,mobile,1,2020,5,18,14,57,0,0,day,Android,Android,False
3968880647900381909,511.0,46.212.38.236,41164,"Mozilla/5.0  (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/145260",mobile,0,2021,1,4,22,19,1,0,late night,Mobile Safari,iOS,False
-4802790890022906457,647.0,80.232.9.232,25400,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1602,mobile,0,2021,1,2,21,54,1,0,day,Mobile Safari UI/WKWebView,iOS,False
-8289403925037818552,26.0,84.208.184.150,41164,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36 PHX/5.6 variation/212910",mobile,1,2020,2,17,21,14,0,0,day,Chrome Mobile,iOS,False
